policy_id,customer_id,product_type,broker_channel,sum_insured,premium_monthly,inception_date,policy_status,lapse_date
P00568,C00426,Personal Liability,Direct - Call Centre,5000000,163.17,2026-02-20,Lapsed,2026-04-28
P00538,C00179,Motor,Broker,360718,199.22,2024-09-04,Active,
P00541,C00213,Motor,Bancassurance,158719,116.95,2025-01-14,Lapsed,2026-07-11
P00388,C00363,Motor,Broker,611445,817.88,2026-02-09,Cancelled,2026-03-20
P00498,C00495,Motor,Direct - Call Centre,487115,514.18,2024-12-02,Active,
P00414,C00186,Motor,Broker,110400,136.66,2026-02-21,Lapsed,2026-07-30
P00117,C00111,Household Contents,Broker,136675,55.81,2024-07-28,Active,
P00223,C00262,Household Contents,Broker,860001,296.76,2025-09-18,Cancelled,2025-12-13
P00106,C00346,Motor,Direct - Online/App,330691,491.28,2026-05-12,Active,
P00640,C00200,Household Contents,Broker,384287,172.35,2024-10-02,Active,
P00201,C00433,Portable Possessions,Direct - Online/App,140380,125.01,2026-05-03,Active,
P00734,C00189,Portable Possessions,Broker,98925,137.75,2025-07-16,Active,
P00607,C00306,Household Contents,Direct - Online/App,449481,143.64,2025-01-11,Lapsed,2025-08-19
P00343,C00191,Motor,Broker,170362,97.41,2023-05-13,Active,
P00661,C00377,Motor,Direct - Call Centre,368504,413.69,2024-06-16,Active,
P00424,C00116,,Broker,867184,344.33,2026-06-29,Active,
P00576,C00464,Household Contents,Broker,837226,0.0,2024-12-19,Active,
P00596,C00123,Motor,Broker,246625,174.96,2023-11-06,Active,
P00644,C00326,Household Buildings,Direct - Online/App,1960129,490.38,2025-10-23,Active,
P00288,C00030,Household Buildings,Broker,1464752,209.3,2025-08-23,Cancelled,2025-10-27
P00035,C00059,Personal Liability,Broker,2000000,139.14,2024-12-03,Lapsed,2026-07-03
P00483,C00428,Household Contents,Direct - Call Centre,347721,149.54,2023-05-20,Active,
P00400,C00360,Portable Possessions,Direct - Call Centre,47216,50.63,2023-04-24,Lapsed,2024-11-01
P00278,C00141,Motor,Broker,308744,317.71,2023-07-08,Lapsed,2024-01-16
P00015,C00027,Portable Possessions,Direct - Online/App,145083,224.35,2023-04-11,Active,
P00617,C00220,Household Buildings,Direct - Online/App,2562073,332.67,2023-04-24,Active,
P00320,C00491,Motor,Broker,236931,149.0,2023-08-01,Active,
P00546,C00121,Motor,Broker,463027,252.32,2026-06-27,Active,
P00471,C00384,Motor,Broker,322226,337.78,2023-07-31,Active,
P00099,C00453,Household Buildings,Broker,2172155,706.95,2025-08-22,Active,
P00670,C00330,Personal Liability,Broker,5000000,109.65,2025-09-03,Lapsed,2025-11-14
P00349,C00174,Household Contents,Bancassurance,865363,354.57,2025-07-31,Lapsed,2026-02-27
P00482,C00463,Household Contents,Broker,559187,168.92,2024-07-23,Active,
P00095,C00483,Household Contents,Broker,587509,234.38,2025-06-26,Active,
P00032,C00433,Motor,Bancassurance,636169,457.22,2024-01-05,Active,
P00465,C00122,Household Buildings,Direct - Call Centre,2455446,351.61,2026-06-19,Active,
P00500,C00419,Personal Liability,Broker,2000000,102.77,2025-08-07,Lapsed,2025-11-06
P00539,C00477,Household Contents,Direct - Call Centre,864010,220.03,2024-04-30,Lapsed,2025-08-10
P00176,C00161,Motor,Direct - Online/App,481153,338.9,2025-07-10,Lapsed,2026-02-16
P00554,C00051,Household Contents,Broker,115081,46.23,2024-08-06,Active,
P00282,C00260,Motor,Direct - Call Centre,610808,396.55,2024-07-26,Active,
P00107,C00042,Motor,Direct - Call Centre,262884,275.31,2023-02-19,Active,
P00443,C00393,Motor,Broker,121753,112.5,2025-03-06,Active,
P00398,C00066,Motor,Broker,145040,185.56,2025-11-01,Active,
P00252,C00238,Household Contents,Broker,774344,228.86,2024-11-01,Active,
P00378,C00470,Motor,Direct - Call Centre,355416,521.31,2023-01-09,Active,
P00701,C00279,Household Contents,Broker,601204,331.54,2025-09-06,Active,
P00379,C00180,Motor,Bancassurance,293775,273.9,2024-02-10,Active,
P00390,C00044,Motor,Broker,253042,351.42,2023-10-29,Active,
P00564,C00470,Household Contents,Direct - Online/App,789253,387.81,2025-06-02,Lapsed,2026-05-08
P00733,C00255,Portable Possessions,Broker,89199,118.82,2025-05-17,Active,
P00328,C00366,Portable Possessions,Broker,79529,68.94,2023-04-11,Active,
P00236,C00053,Household Buildings,Broker,2999912,768.82,2025-01-02,Active,
P00449,C00084,Portable Possessions,Broker,20308,33.62,2023-10-24,Active,
P00732,C00355,Personal Liability,Broker,5000000,130.64,2024-05-07,Active,
P00625,C00341,Personal Liability,Direct - Call Centre,5000000,177.27,2023-07-06,Active,
P00598,C00328,Motor,Direct - Call Centre,221593,191.48,2023-02-17,Active,
P00448,C00079,Motor,Broker,318594,387.88,2025-12-03,Active,
P00411,C00261,Portable Possessions,Broker,135151,189.15,2024-09-15,Active,
P00210,C00446,Motor,Broker,292828,422.89,2023-07-30,Active,
P00750,C00165,Motor,Broker,534273,685.98,2023-06-12,Active,
P00531,C00047,Household Buildings,Direct - Call Centre,1817392,390.73,2025-05-12,Active,
P00214,C00114,Household Contents,Bancassurance,718092,377.99,2024-12-23,Active,
P00430,C00404,Household Contents,Broker,629295,323.55,2024-03-16,Active,
P00552,C00164,Household Buildings,Broker,3102456,1031.65,2024-01-13,Lapsed,2026-03-22
P00102,C00081,Motor,Bancassurance,445689,406.58,2024-06-01,Active,
P00311,C00415,Portable Possessions,Broker,125128,179.72,2023-04-01,Active,
P00565,C00425,Portable Possessions,Direct - Online/App,47754,50.71,2026-07-28,Active,
P00056,C00425,Motor,Direct - Online/App,192165,259.01,2024-06-16,Active,
P00069,C00093,Motor,Broker,225195,143.01,2023-06-05,Active,
P00042,C00433,Household Contents,Direct - Call Centre,725405,284.88,2025-09-04,Active,
P00086,C00215,Personal Liability,Bancassurance,1000000,178.36,2024-09-14,Lapsed,2025-06-19
P00566,C00242,Motor,Direct - Call Centre,456532,572.96,2025-01-07,Lapsed,2026-01-25
P00401,C00425,Motor,Broker,613263,309.09,2024-07-29,Lapsed,2025-03-11
P00484,C00100,Motor,Broker,181536,109.09,2025-05-28,Active,
P00418,C00110,Household Buildings,Broker,3461150,476.51,2023-03-03,Lapsed,2025-07-21
P00551,C00015,Personal Liability,Direct - Call Centre,1000000,211.89,2025-03-16,Lapsed,2026-04-18
P00135,C00307,Household Contents,Bancassurance,327846,168.03,2026-03-28,Active,
P00197,C00471,Household Buildings,Broker,2876812,810.95,2023-10-17,Active,
P00620,C00181,Household Buildings,Broker,2057941,494.94,2025-07-15,Active,
P00217,C00087,Household Buildings,Direct - Call Centre,1145393,182.12,2026-07-25,Active,
P00285,C00237,Motor,Broker,238389,357.44,2023-11-16,Lapsed,2025-11-02
P00148,C00062,Motor,Broker,102549,62.38,2023-12-05,Active,
P00441,C00173,Household Contents,Direct - Call Centre,888533,457.6,2025-03-23,Active,
P00112,C00249,Motor,Direct - Online/App,425742,402.19,2024-11-09,Active,
P00612,C00295,Motor,Direct - Call Centre,528485,744.62,2026-01-05,Active,
P00652,C00035,Household Buildings,Broker,3444198,687.04,2023-08-09,Active,
P00155,C00195,Motor,Broker,565521,536.24,2025-11-11,Active,
P00621,C00124,Motor,Direct - Online/App,165348,181.36,2025-02-21,Active,
P00306,C00379,Household Contents,Direct - Call Centre,455982,227.92,2023-01-07,Active,
P00699,C00204,Motor,Broker,477300,653.3,2025-10-11,Active,
P00337,C00225,Household Contents,Broker,255870,119.24,2024-09-01,Active,
P00489,C00226,Motor,Broker,355623,516.02,2024-11-13,Active,
P00268,C00322,Motor,Direct - Call Centre,420134,392.66,2025-09-29,Active,
P00467,C00228,Portable Possessions,Broker,147248,174.62,2026-02-26,Lapsed,2026-07-15
P00389,C00481,Household Buildings,Direct - Call Centre,993136,270.03,2023-01-05,Active,
P00477,C00159,Motor,Broker,488986,708.84,2023-04-19,Active,
P00407,C00048,Personal Liability,Direct - Online/App,2000000,127.02,2025-12-11,Lapsed,2026-05-11
P00365,C00371,Household Contents,Broker,292497,75.89,2024-12-19,Active,
P00013,C00469,Household Buildings,Broker,516419,149.19,2024-08-14,Active,
P00063,C00391,Motor,Broker,406039,606.65,2025-10-06,Lapsed,2026-04-19
P00171,C00010,Motor,Direct - Online/App,414886,608.31,2024-01-15,Active,
P00182,C00328,Motor,Broker,179486,226.88,2023-12-26,Active,
P00193,C00317,Household Contents,Broker,778133,256.14,2026-06-19,Active,
P00190,C00088,Motor,Broker,352259,488.35,2024-01-16,Active,
P00113,C00311,Portable Possessions,Broker,16487,16.19,2023-06-15,Active,
P00103,C00387,Household Buildings,Broker,2768279,836.1,2023-07-24,Active,
P00415,C00159,Motor,Broker,513826,435.73,2024-07-10,Active,
P00078,C00325,Household Buildings,Broker,3459886,500.1,2023-04-03,Active,
P00191,C00411,Motor,Broker,288951,295.15,2023-03-22,Active,
P00666,C00181,Portable Possessions,Broker,52368,72.37,2025-10-03,Lapsed,2026-07-26
P00616,C00150,Motor,Bancassurance,496881,648.72,2024-04-29,Lapsed,2026-04-17
P00053,C00312,Household Buildings,Direct - Online/App,2428995,742.45,2025-04-01,Active,
P00029,C00434,Portable Possessions,Broker,44097,62.65,2026-05-18,Active,
P00066,C00174,Household Contents,Broker,886389,343.28,2023-06-25,Active,
P00653,C00177,Motor,Broker,210381,211.59,2025-03-26,Active,
P00573,C00230,Motor,Direct - Online/App,568580,408.13,2026-05-11,Lapsed,2026-07-12
P00291,C00147,Motor,Broker,347054,353.26,2025-11-10,Active,
P00593,C00155,Motor,Broker,186206,142.88,2023-09-11,Active,
P00656,C00337,Portable Possessions,Broker,54213,63.8,2025-12-22,Active,
P00332,C00089,,Bancassurance,782297,122.94,2025-01-27,Active,
P00504,C00071,Motor,Broker,504418,604.93,2025-03-14,Active,
P00083,C00272,Household Contents,Broker,687808,221.46,2026-05-21,Active,
P00520,C00146,Portable Possessions,Broker,62290,52.54,2024-02-20,Lapsed,2025-03-11
P00309,C00231,Motor,Broker,420734,396.29,2023-10-29,Active,
P00391,C00159,Motor,Direct - Online/App,348442,341.5,2025-05-04,Active,
P00387,C00305,Household Buildings,Broker,2329534,344.41,2024-12-11,Active,
P00360,C00286,Motor,Direct - Call Centre,236772,259.6,2025-01-03,Active,
P00355,C00332,Motor,Direct - Call Centre,94934,70.51,2025-06-25,Active,
P00628,C00269,Motor,Broker,237184,327.26,2025-08-10,Active,
P00160,C00287,Household Buildings,Direct - Online/App,1290347,411.19,2024-02-19,Lapsed,2025-02-07
P00575,C00003,Motor,Bancassurance,351415,332.65,2025-06-02,Active,
P00187,C00011,Motor,Broker,571652,763.46,2026-07-19,Active,
P00245,C00336,Household Buildings,Broker,2495553,696.24,2025-09-02,Active,
P00585,C00373,Motor,Broker,100647,64.64,2024-02-05,Lapsed,2025-10-16
P00672,C00426,Household Contents,Direct - Online/App,143432,77.27,2024-03-22,Lapsed,2025-12-25
P00158,C00118,Household Buildings,Direct - Online/App,1740224,516.23,2024-12-21,Active,
P00127,C00304,Motor,Broker,120609,117.63,2024-02-10,Active,
P00233,C00418,Household Contents,Direct - Online/App,169025,70.1,2025-05-21,Active,
P00212,C00382,Household Contents,Direct - Online/App,867276,333.07,2026-03-24,Lapsed,2026-07-28
P00323,C00053,Motor,Direct - Online/App,234611,267.34,2025-10-13,Active,
P00362,C00198,Motor,Broker,369131,341.2,2024-04-20,Lapsed,2025-11-09
P00582,C00077,Motor,Direct - Call Centre,407349,267.09,2026-07-23,Active,
P00293,C00331,Motor,Broker,608358,499.13,2026-04-10,Active,
P00213,C00174,Household Buildings,Broker,3474421,587.57,2026-04-22,Active,
P00266,C00443,Motor,Broker,444755,547.51,2025-02-18,Active,
P00104,C00317,Motor,Direct - Call Centre,229836,248.78,2025-06-11,Active,
P00594,C00063,Personal Liability,Bancassurance,1000000,182.88,2024-12-11,Active,
P00723,C00381,Motor,Direct - Online/App,279709,242.27,2024-05-31,Active,
P00342,C00187,Personal Liability,Broker,1000000,132.49,2026-06-24,Active,
P00334,C00127,Motor,Broker,437327,525.35,2023-03-23,Active,
P00549,C00192,Household Contents,Broker,132399,54.97,2023-04-10,Active,
P00009,C00482,Household Contents,Broker,874784,281.25,2024-02-24,Active,
P00665,C00023,Motor,Broker,609772,506.83,2025-09-01,Active,
P00455,C00415,Motor,Direct - Call Centre,574099,485.69,2026-02-05,Active,
P00259,C00474,Motor,Bancassurance,618538,584.68,2025-02-12,Active,
P00229,C00373,Household Buildings,Broker,1707112,486.41,2023-04-25,Active,
P00238,C00132,Personal Liability,Direct - Call Centre,1000000,229.87,2025-12-12,Active,
P00687,C00019,Portable Possessions,Direct - Online/App,103736,157.79,2023-03-07,Active,
P00714,C00336,Household Contents,Direct - Online/App,119591,47.55,2026-05-04,Active,
P00183,C00214,Motor,Broker,309865,179.81,2023-02-04,Active,
P00525,C00231,Portable Possessions,Broker,24128,29.64,2024-02-27,Active,
P00542,C00028,Personal Liability,Broker,1000000,177.89,2024-02-08,Active,
P00198,C00186,Household Buildings,Bancassurance,1392235,269.68,2025-09-03,Active,
P00463,C00347,Motor,Direct - Call Centre,187555,120.66,2025-06-27,Active,
P00452,C00355,Household Contents,Direct - Online/App,524276,196.49,2023-11-04,Active,
P00715,C00170,Motor,Broker,368835,259.73,2024-04-12,Active,
P00668,C00174,Portable Possessions,Direct - Online/App,80584,75.59,2023-01-05,Active,
P00487,C00485,Household Contents,Direct - Online/App,682298,378.75,2023-03-07,Active,
P00051,C00286,Motor,Broker,217328,272.05,2025-07-29,Active,
P00416,C00093,Motor,Broker,215262,127.49,2023-05-04,Active,
P00367,C00337,Household Buildings,Broker,1993560,613.85,2025-06-24,Active,
P00235,C00121,Motor,Broker,487049,410.39,2026-02-21,Active,
P00490,C00237,Portable Possessions,Bancassurance,35596,45.05,2025-03-10,Active,
P00402,C00485,Motor,Direct - Call Centre,283424,234.54,2023-11-19,Active,
P00439,C00020,Household Contents,Direct - Call Centre,394072,134.08,2026-01-04,Active,
P00369,C00465,Motor,Broker,250722,183.55,2024-09-10,Active,
P00152,C00221,Portable Possessions,Bancassurance,73637,108.42,2023-08-11,Active,
P00707,C00098,Motor,Bancassurance,309670,442.88,2025-10-21,Active,
P00627,C00044,Personal Liability,Broker,5000000,193.55,2024-05-03,Active,
P00030,C00056,Motor,Direct - Online/App,191083,112.69,2026-06-25,Active,
P00239,C00102,Personal Liability,Broker,1000000,151.43,2024-01-16,Active,
P00706,C00332,Household Contents,Broker,821828,257.22,2023-12-01,Active,
P00324,C00416,Motor,Broker,271921,298.71,2025-12-17,Active,
P00698,C00264,Motor,Broker,239623,286.36,2024-03-25,Active,
P00633,C00270,Household Contents,Direct - Online/App,290327,167.48,2025-03-19,Active,
P00380,C00159,Household Buildings,Direct - Call Centre,1350752,367.3,2024-12-23,Active,
P00516,C00434,Household Contents,Broker,105878,39.01,2026-06-19,Active,
P00031,C00180,Motor,Broker,190370,211.73,2024-05-27,Lapsed,2026-06-10
P00728,C00174,Household Buildings,Bancassurance,762373,147.25,2023-08-09,Lapsed,2025-01-30
P00351,C00307,Household Buildings,Direct - Call Centre,1462019,467.05,2023-03-22,Active,
P00702,C00243,Motor,Broker,243752,279.0,2025-05-01,Lapsed,2026-05-20
P00052,C00014,Motor,Bancassurance,252689,219.66,2025-07-05,Active,
P00508,C00329,Motor,Broker,497421,633.22,2024-09-05,Lapsed,2025-10-23
P00037,C00143,Motor,Direct - Online/App,452319,530.5,2023-08-31,Active,
P00079,C00498,Household Contents,Direct - Online/App,406226,234.25,2025-02-24,Active,
P00014,C00370,Household Buildings,Direct - Call Centre,1311025,207.74,2023-03-18,Active,
P00059,C00015,Motor,Direct - Online/App,113859,134.5,2024-01-23,Active,
P00234,C00076,Portable Possessions,Direct - Call Centre,62385,101.87,2023-12-21,Active,
P00569,C00072,Household Contents,Direct - Call Centre,779886,450.06,2026-05-22,Active,
P00641,C00448,Motor,Broker,430681,309.29,2025-01-09,Active,
P00413,C00010,Motor,Direct - Call Centre,277134,357.69,2023-02-18,Active,
P00479,C00415,Portable Possessions,Direct - Online/App,109993,106.47,2025-08-26,Active,
P00194,C00236,Motor,Broker,514483,765.13,2024-01-22,Lapsed,2025-01-04
P00385,C00201,Household Contents,Bancassurance,322459,183.7,2024-08-30,Active,
P00405,C00468,Household Contents,Bancassurance,831711,260.54,2024-08-12,Lapsed,2025-12-07
P00046,C00420,Motor,Direct - Call Centre,624946,408.98,2023-05-11,Active,
P00488,C00293,Household Contents,Direct - Online/App,500252,253.1,2025-03-08,Active,
P00025,C00080,Personal Liability,Broker,5000000,170.93,2023-03-01,Active,
P00472,C00402,Household Contents,Direct - Online/App,815932,256.58,2025-01-09,Active,
P00257,C00230,Personal Liability,Direct - Call Centre,1000000,229.95,2023-05-22,Active,
P00561,C00071,Motor,Bancassurance,137041,75.19,2025-05-21,Lapsed,2025-12-04
P00610,C00324,Household Buildings,Direct - Online/App,2121715,509.38,2026-07-31,Active,
P00682,C00033,Motor,Direct - Call Centre,634576,511.43,2024-07-26,Active,
P00492,C00145,Household Buildings,Direct - Call Centre,3067912,836.82,2023-04-14,Active,
P00548,C00042,Motor,Broker,455360,679.35,2024-04-17,Active,
P00247,C00091,Motor,Direct - Call Centre,536634,285.57,2026-05-25,Active,
P00123,C00057,Household Buildings,Broker,2134234,697.83,2025-08-25,Active,
P00207,C00269,Personal Liability,Direct - Online/App,2000000,95.37,2023-12-24,Active,
P00177,C00295,Motor,Broker,236805,348.59,2026-03-07,Active,
P00608,C00275,Household Contents,Direct - Call Centre,163628,73.34,2024-08-28,Active,
P00001,C00288,Motor,Direct - Online/App,141219,86.9,2025-09-12,Active,
P00227,C00179,Personal Liability,Direct - Online/App,5000000,237.45,2025-09-09,Lapsed,2025-12-10
P00710,C00442,Household Contents,Broker,504901,153.73,2025-06-10,Active,
P00250,C00322,Motor,Broker,96950,70.42,2023-08-11,Active,
P00470,C00386,Motor,Bancassurance,312762,347.86,2026-01-19,Active,
P00109,C00227,Personal Liability,Direct - Online/App,2000000,118.74,2026-07-12,Active,
P00427,C00040,Household Buildings,Broker,1618178,290.48,2023-09-19,Active,
P00006,C00182,Motor,Bancassurance,460027,428.52,2026-02-06,Active,
P00261,C00290,Household Contents,Broker,543776,183.02,2025-09-13,Lapsed,2026-03-26
P00703,C00130,Portable Possessions,Direct - Online/App,134407,218.62,2024-09-21,Active,
P00314,C00097,Portable Possessions,Broker,133101,212.52,2024-05-25,Active,
P00060,C00093,Motor,Broker,605162,387.34,2025-12-27,Active,
P00346,C00199,Household Buildings,Broker,1471481,216.2,2023-07-05,Cancelled,2023-08-27
P00048,C00315,Motor,Direct - Call Centre,301775,243.93,2024-04-12,Lapsed,2025-01-10
P00651,C00404,Motor,Bancassurance,398400,263.42,2025-12-04,Active,
P00303,C00284,Motor,Broker,316496,242.73,2023-11-03,Active,
P00602,C00033,Motor,Broker,89570,45.33,2025-01-15,Lapsed,2025-10-26
P00287,C00020,Household Contents,Direct - Call Centre,575435,183.69,2024-11-03,Active,
P00744,C00221,Motor,Direct - Online/App,351191,326.31,2023-03-30,Cancelled,2025-04-02
P00737,C00266,Portable Possessions,Direct - Online/App,48361,66.99,2025-09-15,Lapsed,2026-05-23
P00313,C00334,Household Contents,Direct - Call Centre,708762,251.91,2025-12-07,Active,
P00729,C00499,Motor,Broker,189863,122.57,2024-09-23,Active,
P00727,C00198,Motor,Broker,97567,87.81,2025-03-29,Active,
P00742,C00218,Household Buildings,Broker,1226232,387.1,2025-03-13,Active,
P00460,C00023,Motor,Direct - Call Centre,270709,391.0,2026-02-19,Active,
P00461,C00211,Portable Possessions,Broker,32909,30.33,2026-06-08,Active,
P00384,C00340,Motor,Direct - Online/App,447577,545.23,2025-03-10,Active,
P00018,C00308,Personal Liability,Broker,1000000,131.65,2023-04-01,Cancelled,2026-05-19
P00600,C00319,Portable Possessions,Broker,126888,152.1,2026-07-18,Active,
P00043,C00288,Motor,Broker,457641,536.29,2024-07-22,Active,
P00657,C00322,Portable Possessions,Direct - Online/App,90007,126.71,2023-01-30,Active,
P00692,C00103,Motor,Broker,395791,440.66,2025-08-25,Active,
P00664,C00069,Motor,Direct - Call Centre,102734,74.73,2023-11-03,Active,
P00719,C00189,Motor,Direct - Online/App,116214,137.75,2023-06-25,Lapsed,2023-10-07
P00512,C00284,Motor,Bancassurance,97374,93.98,2026-01-07,Active,
P00077,C00380,Portable Possessions,Direct - Call Centre,112447,179.71,2023-01-11,Active,
P00142,C00393,Motor,Broker,467619,318.6,2025-07-23,Active,
P00708,C00147,Household Buildings,Direct - Call Centre,857467,180.72,2024-08-18,Active,
P00586,C00312,Motor,Direct - Online/App,578542,835.48,2025-10-28,Lapsed,2026-03-10
P00726,C00490,Motor,Direct - Online/App,177586,178.8,2026-01-15,Lapsed,2026-05-18
P00153,C00090,Motor,Broker,646733,821.41,2026-04-27,Lapsed,2026-07-05
P00033,C00285,Motor,Direct - Call Centre,107997,70.59,2025-01-06,Lapsed,2025-05-21
P00016,C00496,Motor,Bancassurance,137630,180.43,2023-06-03,Active,
P00436,C00379,Household Contents,Broker,730671,410.56,2023-01-27,Active,
P00499,C00083,Portable Possessions,Bancassurance,39771,37.36,2025-10-29,Active,
P00506,C00129,Household Contents,Broker,245383,62.5,2024-09-04,Active,
P00404,C00351,Motor,Direct - Online/App,495153,661.28,2024-04-23,Active,
P00451,C00426,Motor,Direct - Online/App,308037,195.14,2023-02-19,Active,
P00036,C00391,Motor,Broker,619045,543.71,2025-03-23,Active,
P00226,C00398,Household Buildings,Direct - Call Centre,2420996,719.63,2023-02-23,Active,
P00173,C00472,Household Buildings,Direct - Online/App,879691,247.69,2023-02-09,Active,
P00242,C00079,Personal Liability,Direct - Call Centre,2000000,91.92,2026-01-04,Active,
P00530,C00224,Household Buildings,Broker,3292300,1082.9,2026-05-30,Active,
P00344,C00470,Motor,Bancassurance,637732,925.69,2025-06-29,Lapsed,2026-05-12
P00157,C00361,Motor,Broker,346604,347.53,2023-12-20,Lapsed,2024-10-05
P00671,C00090,Motor,Broker,367399,377.8,2023-01-23,Active,
P00659,C00396,Motor,Direct - Call Centre,244206,246.65,2025-12-11,Active,
P00662,C00388,Household Buildings,Bancassurance,625584,135.48,2025-02-01,Active,
P00507,C00027,Personal Liability,Bancassurance,2000000,110.0,2025-07-21,Active,
P00735,C00474,Motor,Broker,180375,209.61,2025-03-18,Active,
P00556,C00366,Household Buildings,Broker,3132281,471.16,2026-01-28,Lapsed,2026-04-26
P00216,C00399,Motor,Broker,480197,641.85,2024-11-27,Lapsed,2025-06-03
P00209,C00203,Household Contents,Broker,395967,147.59,2025-02-15,Lapsed,2025-12-16
P00065,C00472,Motor,Direct - Call Centre,191432,174.21,2023-08-15,Active,
P00011,C00217,Motor,Broker,139235,150.23,2026-04-28,Lapsed,2026-07-28
P00624,C00096,Household Buildings,Broker,3166363,918.51,2025-03-25,Active,
P00179,C00294,Household Contents,Broker,859099,431.41,2026-07-16,Active,
P00253,C00387,Motor,Broker,192747,160.77,2025-10-23,Active,
P00606,C00256,Motor,Direct - Online/App,186892,183.01,2026-07-30,Active,
P00604,C00429,Household Buildings,Broker,3400841,1040.1,2024-06-04,Active,
P00262,C00330,Motor,Direct - Call Centre,443540,377.63,2023-05-02,Active,
P00101,C00080,Household Buildings,Direct - Call Centre,3426638,1100.15,2023-01-01,Lapsed,2023-09-10
P00168,C00380,Household Contents,Direct - Call Centre,801013,236.69,2024-06-10,Active,
P00578,C00010,Household Contents,Broker,868048,315.5,2023-12-13,Active,
P00315,C00165,Motor,Bancassurance,127630,113.63,2023-12-13,Active,
P00519,C00064,Motor,Direct - Online/App,415893,429.63,2023-08-17,Active,
P00650,C00183,Motor,Direct - Call Centre,387374,300.09,2023-07-28,Active,
P00645,C00199,Personal Liability,Broker,2000000,187.95,2024-09-03,Active,
P00447,C00193,Motor,Bancassurance,545527,817.77,2023-12-03,Cancelled,2024-04-10
P00695,C00162,Motor,Direct - Call Centre,603227,547.06,2023-04-13,Active,
P00368,C00494,Household Buildings,Direct - Call Centre,2670038,700.24,2026-04-01,Lapsed,2026-06-06
P00146,C00149,Household Contents,Direct - Call Centre,432694,251.37,2025-09-04,Active,
P00363,C00146,Portable Possessions,Broker,19482,30.3,2026-04-12,Active,
P00660,C00298,Household Contents,Direct - Online/App,848838,245.23,2024-03-20,Active,
P00740,C00043,Motor,Broker,623122,758.16,2025-06-04,Active,
P00322,C00231,Motor,Bancassurance,120619,105.73,2023-05-09,Active,
P00186,C00208,Motor,Direct - Online/App,177081,100.78,2024-02-29,Active,
P00654,C00124,Motor,Direct - Call Centre,140326,170.82,2024-08-15,Lapsed,2025-05-31
P00133,C00113,Household Buildings,Broker,1115841,144.56,2023-11-21,Active,
P00631,C00035,Motor,Direct - Call Centre,569255,315.0,2024-06-05,Active,
P00120,C00059,Motor,Direct - Call Centre,577639,849.25,2026-04-24,Active,
P00736,C00409,Household Contents,Broker,219417,122.83,2024-01-19,Active,
P00039,C00116,Household Buildings,Broker,3310233,1099.84,2024-10-12,Active,
P00494,C00196,Motor,Direct - Call Centre,641816,666.1,2025-06-22,Active,
P00688,C00151,Household Buildings,Broker,3287073,532.63,2026-02-18,Active,
P00339,C00268,Motor,Bancassurance,488876,683.57,2026-06-01,Active,
P00085,C00193,Household Buildings,Direct - Online/App,808483,176.78,2023-02-05,Active,
P00225,C00464,Motor,Broker,351611,210.95,2025-03-18,Active,
P00020,C00181,Household Buildings,Broker,3383154,573.96,2023-08-02,Lapsed,2025-03-24
P00073,C00337,Portable Possessions,Direct - Online/App,29302,35.19,2024-02-04,Active,
P00419,C00175,Household Contents,Bancassurance,451228,223.24,2025-12-02,Active,
P00076,C00073,Motor,Direct - Online/App,499818,588.77,2025-10-09,Active,
P00381,C00496,Household Contents,Direct - Call Centre,274938,137.11,2024-08-01,Active,
P00386,C00067,Portable Possessions,Direct - Online/App,116975,156.89,2026-03-12,Lapsed,2026-05-16
P00453,C00395,Household Buildings,Broker,2959655,685.23,2025-06-24,Active,
P00265,C00166,Household Contents,Broker,898582,372.15,2024-03-16,Lapsed,2025-05-14
P00041,C00220,Household Buildings,Direct - Online/App,1983132,444.37,2025-02-14,Lapsed,2026-06-12
P00429,C00433,Household Buildings,Bancassurance,1167580,306.99,2024-03-03,Active,
P00161,C00427,Motor,Direct - Call Centre,272052,357.99,2025-01-07,Lapsed,2026-01-06
P00111,C00218,Motor,Direct - Online/App,85758,92.77,2025-05-07,Lapsed,2025-07-27
P00304,C00489,Household Contents,Direct - Online/App,402369,134.64,2023-07-04,Active,
P00713,C00444,Motor,Bancassurance,605810,694.25,2023-07-13,Active,
P00049,C00346,Household Contents,Direct - Online/App,155945,64.0,2023-07-14,Active,
P00510,C00448,Household Buildings,Broker,2085387,375.08,2024-12-03,Cancelled,2026-02-14
P00019,C00160,Household Contents,Broker,563796,266.55,2024-11-11,Active,
P00044,C00499,Personal Liability,Direct - Online/App,2000000,205.22,2024-04-28,Active,
P00274,C00227,Personal Liability,Broker,1000000,208.87,2024-06-22,Active,
P00444,C00317,Household Contents,Broker,310505,160.87,2024-01-06,Active,
P00091,C00160,Household Contents,Broker,308563,92.93,2025-10-19,Active,
P00276,C00156,Motor,Broker,150598,137.11,2025-12-28,Active,
P00673,C00399,Household Buildings,Direct - Call Centre,2734701,730.17,2024-11-24,Lapsed,2025-12-26
P00115,C00213,Motor,Direct - Online/App,352022,302.62,2026-04-19,Cancelled,2026-05-13
P00329,C00044,Household Buildings,Broker,2374892,424.18,2025-06-05,Active,
P00581,C00428,Personal Liability,Direct - Online/App,1000000,101.16,2024-08-14,Active,
P00466,C00497,Motor,Bancassurance,292084,167.02,2023-01-12,Active,
P00132,C00024,Motor,Broker,337782,323.1,2023-02-11,Active,
